,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
508,52,BOS,2010,Notre Dame,2,70,871,253,196,36,.376,.241,.737,12.4,3.6,2.8,0.5,0.9,.048,-3.5,-0.3,204.12363636363636,111.583632,Power Forward
509,54,LAC,2010,Oklahoma,1,19,134,37,12,27,.371,.333,.750,7.1,1.9,0.6,1.4,0.2,.065,-2.7,0.0,192.11636363636364,92.079176,Point Guard
510,55,UTA,2010,Western Kentucky,7,250,2626,879,641,107,.569,.231,.687,10.5,3.5,2.6,0.4,8.2,.150,0.9,1.9,207.12545454545457,90.7184,Small Forward
511,1,LAC,2009,Oklahoma,12,706,23544,14214,5893,2967,.493,.325,.696,33.3,20.1,8.3,4.2,78.6,.160,3.4,32.3,207.12545454545457,113.398,Power Forward
512,3,OKC,2009,Arizona State,13,919,31751,23009,5133,6155,.443,.362,.859,34.5,25.0,5.6,6.7,147.0,.222,6.9,70.9,195.11818181818182,99.79024,Shooting Guard
513,4,SAC,2009,Memphis,10,594,18242,9347,2720,2852,.440,.323,.757,30.7,15.7,4.6,4.8,28.4,.075,0.8,13.1,198.12,99.79024,Shooting Guard
514,6,MIN,2009,Syracuse,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.0,-1.9,180.10909090909092,83.91452,Point Guard
515,7,GSW,2009,Davidson,13,808,27747,19616,3755,5272,.473,.428,.907,34.3,24.3,4.6,6.5,118.3,.205,6.5,59.9,186.11272727272728,83.91452,Point Guard
516,8,NYK,2009,Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,16.4,.102,-2.0,0.0,183.11090909090908,106.59412,Center
517,9,TOR,2009,USC,13,926,31618,18940,4061,3580,.463,.285,.835,34.1,20.5,4.4,3.9,80.7,.122,0.7,21.4,198.12,99.79024,Shooting Guard
518,11,NJN,2009,Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-2.8,-0.6,198.12,99.79024,Shooting Guard
519,12,CHA,2009,Duke,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-1.8,0.6,195.11818181818182,97.52228,Shooting Guard
520,12,CHA,2009,Duke,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-1.8,0.6,186.11272727272728,79.3786,Point Guard
521,64,SAS,1978,VCU,13,871,18856,7773,1453,3141,.472,.332,.776,21.6,8.9,1.7,3.6,32.1,.082,-0.5,7.3,195.11818181818182,97.52228,Shooting Guard
522,64,SAS,1978,VCU,13,871,18856,7773,1453,3141,.472,.332,.776,21.6,8.9,1.7,3.6,32.1,.082,-0.5,7.3,186.11272727272728,79.3786,Point Guard
523,13,IND,2009,UNC,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.0,0.0,207.12545454545457,113.398,Power Forward
524,14,PHO,2009,Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-2.8,-0.8,183.11090909090908,102.0582,Power Forward
525,15,DET,2009,Gonzaga,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.0,0.0,183.41109090909092,99.79024,Small Forward
526,16,CHI,2009,Wake Forest,13,719,14746,5595,2582,1516,.475,.304,.680,20.5,7.8,3.6,2.1,26.8,.087,0.6,9.5,201.12181818181818,108.86207999999999,Power Forward
527,17,PHI,2009,UCLA,13,811,26882,13057,3243,5172,.458,.359,.777,33.1,16.1,4.0,6.4,53.4,.095,1.4,23.3,189.11454545454546,92.98636,Point Guard
528,18,MIN,2009,UNC,8,551,16088,6977,1506,3316,.460,.359,.770,29.2,12.7,2.7,6.0,42.1,.126,1.4,13.6,153.39290909090911,88.45044,Point Guard
529,19,ATL,2009,Wake Forest,12,826,22164,10061,1989,4585,.444,.360,.844,26.8,12.2,2.4,5.6,52.4,.113,0.6,14.3,189.11454545454546,88.45044,Point Guard
530,20,UTA,2009,VCU,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,3.3,.041,-2.9,-0.8,189.11454545454546,79.3786,Point Guard
531,21,NOH,2009,UCLA,11,711,20833,8861,1889,3545,.471,.394,.853,29.3,12.5,2.7,5.0,49.9,.115,0.5,13.4,180.10909090909092,79.3786,Point Guard
532,24,DAL,2009,Ohio State,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.0,-1.8,210.12727272727273,124.7378,Center
533,26,CHI,2009,USC,13,876,21626,7972,5393,870,.518,.223,.710,24.7,9.1,6.2,1.0,57.5,.128,-0.7,7.0,207.12545454545457,105.233344,Power Forward
534,27,MEM,2009,Missouri,11,578,13675,5150,2454,726,.430,.358,.741,23.7,8.9,4.2,1.3,29.5,.104,0.0,6.7,198.12,97.52228,Small Forward
535,28,MIN,2009,UNC,13,760,15932,6109,1623,845,.410,.382,.843,21.0,8.0,2.1,1.1,20.8,.063,-1.5,2.0,192.11636363636364,93.893544,Shooting Guard
536,29,LAL,2009,Florida State,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,12.1,.077,-0.8,2.2,186.11272727272728,88.45044,Point Guard
538,32,WAS,2009,Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-3.7,-0.3,192.11636363636364,95.25431999999999,Shooting Guard
539,33,POR,2009,Villanova,10,715,14875,4133,2676,506,.469,.345,.649,20.8,5.8,3.7,0.7,24.9,.080,-1.7,1.1,204.12363636363636,104.32616,Power Forward
540,35,DET,2009,Georgetown,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-5.8,-0.8,204.12363636363636,104.32616,Small Forward
541,36,MEM,2009,Pitt,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.1,-0.1,198.12,99.79024,Small Forward
542,37,SAS,2009,Pitt,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,-1.2,1.4,201.12181818181818,122.46984,Power Forward
543,38,POR,2009,Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-3.9,-0.8,201.12181818181818,115.66596,Power Forward
544,40,CHA,2009,Xavier,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.3,0.4,201.12181818181818,102.0582,Small Forward
545,41,MIL,2009,Kentucky,10,539,12110,4988,1120,583,.420,.373,.879,22.5,9.3,2.1,1.1,24.3,.096,-0.6,4.2,192.11636363636364,95.25431999999999,Shooting Guard
546,42,LAL,2009,Arkansas,10,500,13769,4400,2147,1732,.414,.378,.757,27.5,8.8,4.3,3.5,32.8,.114,1.1,10.7,183.11090909090908,81.64656,Point Guard
547,43,MIA,2009,LSU,8,483,11299,5750,1348,677,.425,.358,.830,23.4,11.9,2.8,1.4,20.0,.085,0.2,6.2,192.11636363636364,92.98636,Shooting Guard
548,44,DET,2009,Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-0.5,2.9,201.12181818181818,94.80072799999999,Small Forward
549,45,MIN,2009,Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.5,0.8,198.12,96.615096,Shooting Guard
550,46,CLE,2009,UNC,13,788,20110,6991,2732,1238,.422,.401,.806,25.5,8.9,3.5,1.6,48.6,.116,2.0,20.3,198.12,97.52228,Shooting Guard
551,48,PHO,2009,Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-8.1,-0.1,201.12181818181818,107.954896,Small Forward
552,52,IND,2009,UConn,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-1.3,0.7,186.11272727272728,82.100152,Point Guard
553,55,POR,2009,Saint Mary's,13,787,16162,7265,1338,1836,.430,.392,.859,20.5,9.2,1.7,2.3,35.5,.105,0.3,9.6,183.11090909090908,81.64656,Point Guard
554,58,BOS,2009,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.1,0.0,189.11454545454546,86.18248,Point Guard
555,1,CHI,2008,Memphis,13,672,21317,12230,2239,3646,.457,.316,.830,31.7,18.2,3.3,5.4,44.3,.100,1.4,18.4,186.11272727272728,90.7184,Point Guard
556,2,MIA,2008,Kansas State,11,609,13903,7568,2861,788,.465,.349,.759,22.8,12.4,4.7,1.3,15.6,.054,-1.7,0.9,207.12545454545457,106.59412,Power Forward
557,3,MIN,2008,USC,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.9,4.7,195.11818181818182,95.25431999999999,Shooting Guard
558,4,SEA,2008,UCLA,14,994,34525,22822,7361,8452,.438,.306,.786,34.7,23.0,7.4,8.5,106.6,.148,4.4,55.9,189.11454545454546,90.7184,Point Guard
559,5,MEM,2008,UCLA,14,780,24328,13889,8434,1849,.441,.372,.830,31.2,17.8,10.8,2.4,87.0,.172,3.4,33.3,204.12363636363636,113.851592,Power Forward
560,7,LAC,2008,Indiana,14,734,23828,12103,1783,2100,.428,.371,.810,32.5,16.5,2.4,2.9,36.5,.074,-0.5,9.0,189.11454545454546,97.52228,Shooting Guard
561,8,MIL,2008,West Virginia,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,0.5,.030,-3.6,-0.3,204.12363636363636,104.32616,Small Forward
562,9,CHA,2008,Texas,14,955,22478,9147,1778,3728,.411,.380,.867,23.5,9.6,1.9,3.9,47.1,.101,-0.7,7.6,153.39290909090911,83.007336,Point Guard
563,10,NJN,2008,Stanford,14,856,25922,14094,5359,1240,.494,.340,.796,30.3,16.5,6.3,1.4,70.9,.131,1.3,21.6,210.12727272727273,127.912944,Center
564,11,IND,2008,Arizona,11,586,12486,4909,1235,1674,.411,.361,.818,21.3,8.4,2.1,2.9,18.6,.072,-1.6,1.1,189.11454545454546,90.7184,Point Guard
565,12,SAC,2008,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-2.6,-2.4,183.41109090909092,113.398,Power Forward
566,13,POR,2008,Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,11.2,.051,-1.4,1.6,198.12,99.79024,Shooting Guard
567,14,GSW,2008,LSU,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-1.6,0.4,183.11090909090908,92.98636,Power Forward
568,15,PHO,2008,Stanford,14,925,20370,8130,4562,784,.537,.292,.744,22.0,8.8,4.9,0.8,49.0,.116,-1.0,5.0,210.12727272727273,127.459352,Center
569,16,PHI,2008,Florida,10,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,25.8,.116,-2.2,-0.6,183.11090909090908,115.66596,Center
570,17,TOR,2008,Georgetown,9,662,16389,6611,4173,885,.465,.250,.755,24.8,10.0,6.3,1.3,35.9,.105,-1.1,3.5,216.1309090909091,122.46984,Center
571,18,WAS,2008,Nevada,14,790,13507,6282,4152,345,.575,.180,.600,17.1,8.0,5.3,0.4,40.8,.145,0.1,7.2,210.12727272727273,122.46984,Center
572,19,CLE,2008,NC State,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,21.9,.088,-1.8,0.5,207.12545454545457,109.76926399999999,Center
573,21,NJN,2008,California,12,649,16769,8001,3413,586,.422,.380,.854,25.8,12.3,5.3,0.9,46.7,.134,1.0,12.8,207.12545454545457,108.86207999999999,Power Forward
574,22,ORL,2008,Western Kentucky,12,811,21938,7765,2127,1353,.451,.388,.853,27.1,9.6,2.6,1.7,39.3,.086,-0.6,7.9,195.11818181818182,97.52228,Shooting Guard
575,23,UTA,2008,Ohio State,11,686,11271,3913,3452,359,.534,.000,.582,16.4,5.7,5.0,0.5,28.3,.120,-1.3,2.0,210.12727272727273,111.13004,Center
576,26,SAS,2008,IUPUI,14,856,23458,9268,2623,2678,.457,.381,.807,27.4,10.8,3.1,3.1,69.1,.141,1.3,19.3,192.11636363636364,85.275296,Point Guard
577,27,NOH,2008,Kansas,9,503,8945,3282,1768,409,.444,.352,.765,17.8,6.5,3.5,0.8,12.3,.066,-2.2,-0.4,207.12545454545457,106.59412,Power Forward
578,28,MEM,2008,Syracuse,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017,-2.8,-0.9,183.41109090909092,102.511792,Small Forward
579,29,DET,2008,Indiana,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087,-2.1,0.0,207.12545454545457,113.851592,Power Forward
580,30,BOS,2008,New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027,-4.3,-0.1,195.11818181818182,97.52228,Small Forward
581,32,SEA,2008,UAB,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-.131,-10.1,0.0,207.12545454545457,111.13004,Power Forward
582,33,POR,2008,Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092,-2.7,-0.3,204.12363636363636,121.562656,Power Forward
583,34,MIN,2008,Kansas,9,646,17245,5743,1585,2412,.417,.351,.793,26.7,8.9,2.5,3.7,32.3,.090,-0.6,5.9,186.11272727272728,86.18248,Point Guard
584,35,LAC,2008,Texas A&M,14,962,25968,8857,10045,924,.674,.083,.475,27.0,9.2,10.4,1.0,93.9,.174,1.3,22.0,183.41109090909092,120.20188,Center
585,37,MIL,2008,UCLA,12,689,16038,4380,2800,588,.454,.334,.659,23.3,6.4,4.1,0.9,26.0,.078,-1.5,2.0,204.12363636363636,104.32616,Power Forward
586,38,CHA,2008,Washington State,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051,-1.1,0.3,198.12,91.171992,Shooting Guard
587,39,CHI,2008,Arkansas,4,183,3335,1189,402,257,.465,.283,.702,18.2,6.5,2.2,1.4,0.0,.001,-4.2,-1.8,198.12,92.98636,Shooting Guard
588,40,NJN,2008,Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.2,-0.2,201.12181818181818,90.7184,Small Forward
589,42,SAC,2008,Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006,-5.1,-0.2,180.10909090909092,83.91452,Point Guard
590,43,SAC,2008,Georgetown,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.1,0.0,204.12363636363636,106.59412,Small Forward
591,43,SAC,2008,Georgetown,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.1,0.0,210.12727272727273,108.86207999999999,Center
592,1,NYK,1985,Georgetown,17,1183,40594,24815,11607,2215,.504,.152,.740,34.3,21.0,9.8,1.9,126.4,.150,2.9,50.1,204.12363636363636,106.59412,Small Forward
593,1,NYK,1985,Georgetown,17,1183,40594,24815,11607,2215,.504,.152,.740,34.3,21.0,9.8,1.9,126.4,.150,2.9,50.1,210.12727272727273,108.86207999999999,Center
595,48,PHO,2008,Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086,-2.0,0.0,198.12,99.79024,Shooting Guard
596,52,MIA,2008,Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059,-5.2,-0.8,207.12545454545457,114.758776,Power Forward
597,55,POR,2008,Iowa State,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-.028,-5.2,-0.6,186.11272727272728,74.84268,Point Guard
598,58,LAL,2008,Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-2.7,0.0,195.11818181818182,95.25431999999999,Small Forward
599,2,SEA,2007,Texas,14,920,33775,24936,6506,3888,.495,.383,.883,36.7,27.1,7.1,4.2,152.5,.217,6.8,74.8,183.11090909090908,108.86207999999999,Small Forward
601,4,MEM,2007,Ohio State,15,931,29850,13876,2792,5260,.440,.382,.821,32.1,14.9,3.0,5.6,84.7,.136,2.5,33.9,183.11090909090908,79.3786,Point Guard
602,5,BOS,2007,Georgetown,14,1021,29743,12993,4416,1584,.447,.340,.804,29.1,12.7,4.3,1.6,48.7,.079,-1.4,4.8,204.12363636363636,106.59412,Power Forward
603,7,MIN,2007,Florida,13,819,18771,7097,2287,1250,.425,.284,.713,22.9,8.7,2.8,1.5,22.5,.058,-1.6,2.0,207.12545454545457,84.368112,Small Forward
604,8,CHA,2007,UNC,10,428,6949,2976,1560,199,.607,.000,.674,16.2,7.0,3.6,0.5,26.2,.181,2.3,7.5,183.11090909090908,95.25431999999999,Power Forward
605,9,CHI,2007,Florida,13,672,18646,5881,6058,1907,.491,.000,.700,27.7,8.8,9.0,2.8,61.9,.159,2.5,20.9,183.41109090909092,104.32616,Center
606,10,SAC,2007,Washington,10,684,15541,5932,3893,1271,.457,.350,.716,22.7,8.7,5.7,1.9,22.6,.070,-1.1,3.4,213.1290909090909,111.13004,Center
607,11,ATL,2007,Texas A&M,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,1.6,.032,-3.9,-1.1,189.11454545454546,88.45044,Point Guard
608,12,PHI,2007,Georgia Tech,15,1058,31279,13677,6222,1955,.502,.330,.665,29.6,12.9,5.9,1.8,67.6,.104,0.5,19.5,204.12363636363636,106.59412,Power Forward
609,13,NOK,2007,Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,3.9,.061,-0.5,1.2,204.12363636363636,102.0582,Small Forward
610,14,LAC,2007,Florida State,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,6.1,.035,-3.5,-3.2,204.12363636363636,99.79024,Small Forward
611,15,DET,2007,Eastern Washington,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,28.7,.077,-0.9,4.9,195.11818181818182,95.25431999999999,Point Guard
612,16,WAS,2007,USC,12,720,16419,8194,1427,687,.418,.376,.836,22.8,11.4,2.0,1.0,18.6,.054,-2.2,-0.8,201.12181818181818,95.25431999999999,Shooting Guard
613,17,NJN,2007,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,3.0,.073,-3.1,-0.6,183.11090909090908,106.59412,Center
614,19,LAL,2007,Georgia Tech,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.2,-1.0,195.11818181818182,90.7184,Shooting Guard
615,20,MIA,2007,Colorado State,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,14.1,.067,-2.9,-2.4,210.12727272727273,108.86207999999999,Center
616,21,PHI,2007,Ohio State,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-2.7,-1.1,195.11818181818182,92.98636,Shooting Guard
617,22,CHA,2007,Boston College,14,904,20117,6633,2849,1394,.463,.393,.732,22.3,7.3,3.2,1.5,43.0,.103,0.2,11.0,198.12,107.501304,Power Forward
618,23,NYK,2007,DePaul,12,676,20287,8463,3574,1205,.443,.341,.770,30.0,12.5,5.3,1.8,29.0,.069,-1.3,3.5,204.12363636363636,106.59412,Small Forward
619,25,UTA,2007,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.1,-0.4,198.12,102.0582,Shooting Guard
620,26,HOU,2007,Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,19.2,.069,-1.2,2.7,180.10909090909092,73.028312,Point Guard
621,27,DET,2007,UCLA,11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,33.5,.077,-1.5,2.4,195.11818181818182,95.25431999999999,Shooting Guard
622,29,PHO,2007,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-4.5,-0.3,198.12,92.98636,Small Forward
623,31,SEA,2007,Purdue,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-0.3,5.0,207.12545454545457,112.490816,Power Forward
624,32,BOS,2007,USC,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-2.8,-0.1,192.11636363636364,77.11064,Shooting Guard
625,34,DAL,2007,Nevada,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,0.5,0.2,183.41109090909092,106.59412,Power Forward
626,35,SEA,2007,LSU,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.6,-1.7,207.12545454545457,131.088088,Power Forward
627,37,POR,2007,Duke,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,0.3,4.7,183.11090909090908,108.86207999999999,Power Forward
628,42,POR,2007,Vanderbilt,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,-4.7,0.0,201.12181818181818,99.79024,Power Forward
629,47,WAS,2007,Fresno State,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-2.1,-0.1,207.12545454545457,99.79024,Small Forward
630,49,CHI,2007,Pitt,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-3.6,-1.5,210.12727272727273,122.46984,Center
631,52,POR,2007,Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-7.5,-0.1,180.10909090909092,80.28578399999999,Point Guard
632,53,POR,2007,Syracuse,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-10.3,-0.1,204.12363636363636,97.975872,Small Forward
633,56,MIL,2007,Nevada,11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-0.7,5.2,189.11454545454546,86.18248,Point Guard
634,59,PHO,2007,Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.6,-0.2,195.11818181818182,91.171992,Shooting Guard
635,2,CHI,2006,Texas,16,1065,36017,20435,8680,2065,.492,.321,.812,33.8,19.2,8.2,1.9,115.2,.153,1.7,33.3,183.41109090909092,113.398,Power Forward
636,3,CHA,2006,Gonzaga,3,161,3278,1200,342,222,.373,.331,.710,20.4,7.5,2.1,1.4,-1.4,-.021,-5.0,-2.4,204.12363636363636,92.98636,Small Forward
637,4,POR,2006,LSU,8,402,7932,3093,1938,347,.438,.235,.732,19.7,7.7,4.8,0.9,13.0,.078,-1.2,1.7,207.12545454545457,97.52228,Power Forward
638,5,ATL,2006,Duke,6,361,5586,1618,1562,163,.462,.222,.740,15.5,4.5,4.3,0.5,9.9,.085,-3.0,-1.5,207.12545454545457,113.398,Power Forward
639,6,MIN,2006,Washington,6,326,11561,6136,1388,1517,.459,.348,.800,35.5,18.8,4.3,4.7,37.4,.155,3.6,16.3,198.12,97.52228,Shooting Guard
640,7,BOS,2006,Villanova,11,752,19279,7729,1686,2112,.401,.366,.852,25.6,10.3,2.2,2.8,23.5,.058,-1.2,3.8,192.11636363636364,96.615096,Shooting Guard
641,8,HOU,2006,UConn,16,1042,33370,17195,6029,2205,.453,.350,.799,32.0,16.5,5.8,2.1,60.3,.087,0.7,22.9,204.12363636363636,113.398,Small Forward
642,9,GSW,2006,Bradley,4,90,524,186,127,25,.494,.000,.583,5.8,2.1,1.4,0.3,0.5,.046,-4.6,-0.3,210.12727272727273,117.93392,Center
643,11,ORL,2006,Duke,15,940,23964,12028,1903,1862,.447,.415,.892,25.5,12.8,2.0,2.0,63.7,.128,0.6,16.0,189.11454545454546,90.7184,Shooting Guard
644,12,NOK,2006,UConn,6,292,3378,880,766,102,.501,.286,.582,11.6,3.0,2.6,0.3,3.9,.055,-4.1,-1.8,183.41109090909092,106.59412,Center
645,14,UTA,2006,Arkansas,8,502,11539,3940,1427,828,.490,.254,.675,23.0,7.8,2.8,1.6,30.4,.127,1.6,10.6,201.12181818181818,99.79024,Shooting Guard
646,16,CHI,2006,Memphis,5,299,4600,1778,588,132,.422,.338,.704,15.4,5.9,2.0,0.4,6.2,.064,-1.6,0.5,201.12181818181818,92.98636,Small Forward
647,17,IND,2006,Memphis,7,314,5368,1769,945,220,.403,.339,.755,17.1,5.6,3.0,0.7,6.7,.060,-2.2,-0.3,207.12545454545457,102.0582,Small Forward
648,19,SAC,2006,Rutgers University,3,143,1535,588,152,93,.389,.312,.884,10.7,4.1,1.1,0.7,0.0,.000,-3.5,-0.6,189.11454545454546,79.3786,Point Guard
649,20,NYK,2006,South Carolina,6,221,3064,894,769,132,.510,.172,.542,13.9,4.0,3.5,0.6,7.2,.113,0.1,1.6,204.12363636363636,94.347136,Small Forward
650,21,PHO,2006,Kentucky,16,942,28285,9253,4309,7508,.456,.322,.610,30.0,9.8,4.6,8.0,61.0,.104,1.2,23.1,183.11090909090908,81.64656,Point Guard
651,22,NJN,2006,UConn,4,203,3095,1128,361,574,.386,.321,.767,15.2,5.6,1.8,2.8,0.0,-.001,-3.3,-1.0,189.11454545454546,92.98636,Point Guard
652,24,MEM,2006,Villanova,16,999,31813,14795,4367,6318,.423,.366,.813,31.8,14.8,4.4,6.3,101.7,.153,3.1,40.7,180.10909090909092,88.904032,Point Guard
653,25,CLE,2006,Michigan State,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,9.2,.060,-1.5,1.0,192.11636363636364,92.98636,Shooting Guard
654,26,LAL,2006,UCLA,10,504,9840,3888,958,1453,.423,.374,.739,19.5,7.7,1.9,2.9,13.9,.068,-0.5,3.7,186.11272727272728,81.64656,Point Guard
655,28,DAL,2006,Michigan State,4,82,505,169,46,19,.339,.250,.566,6.2,2.1,0.6,0.2,-0.9,-.089,-9.4,-0.9,195.11818181818182,91.625584,Shooting Guard
656,29,NYK,2006,Temple,4,189,2771,742,336,327,.380,.299,.599,14.7,3.9,1.8,1.7,-1.6,-.027,-4.4,-1.7,198.12,99.79024,Shooting Guard
657,31,POR,2006,Cincinnati,3,67,583,182,68,35,.438,.340,.676,8.7,2.7,1.0,0.5,0.8,.062,-3.2,-0.2,201.12181818181818,90.7184,Small Forward
658,32,HOU,2006,Marquette,11,467,5657,2177,591,132,.437,.430,.877,12.1,4.7,1.3,0.3,14.5,.123,0.8,4.0,183.11090909090908,102.0582,Power Forward
659,33,ATL,2006,South Florida,8,281,3092,839,654,99,.467,.111,.717,11.0,3.0,2.3,0.4,5.0,.078,-4.0,-1.6,183.11090909090908,104.32616,Power Forward
660,34,LAC,2006,Michigan State,4,82,702,217,158,32,.402,.000,.732,8.6,2.6,1.9,0.4,0.5,.035,-4.2,-0.4,183.41109090909092,122.46984,Power Forward
662,36,MIN,2006,Boston College,6,403,6826,3080,1567,322,.553,.037,.661,16.9,7.6,3.9,0.8,16.0,.113,-1.2,1.4,201.12181818181818,113.398,Power Forward
663,37,MIN,2006,Washington,2,91,867,288,149,44,.442,.306,.685,9.5,3.2,1.6,0.5,1.1,.060,-4.1,-0.5,201.12181818181818,97.52228,Small Forward
